complication_id,system_id,part_id,severity_level,name,weight,normal_medicine_bonus,appearance_indicator,patient_statement_clear,patient_statement_vague,exam_method,exam_result_positive,exam_result_negative,recheck_hint_mild,recheck_hint_moderate,recheck_hint_severe,treatment_plan,requires_surgery
7010015,70,7001,1,中度甲状腺炎性水肿,0.6,0.65,颈前可见轻度对称性肿胀，触碰有压痛,这阵子脖子前面一碰就痛，说话久了或者吞咽干的东西会更酸胀，偶尔会有低热乏力的感觉,只是抱怨“脖子前面整片都酸”，有时说像拉伤了颈部肌肉，有时又说像感冒淋巴肿,甲状腺彩超 + 炎症指标检测,彩超示腺体体积增大、回声欠均匀，周边血流信号增强，血沉与 CRP 轻度升高,腺体体积和回声模式基本正常，炎症指标在参考范围内,本次检查未能直接证实本次炎性水肿，但在同一腺体区可见轻度回声异常，提示该部位存在其他轻症级别结构或炎性病变,本次检查未能直接证实本次炎性水肿，却发现腺体局部有中度回声紊乱与血流异常，提示同部位合并中症级别的破坏性病变,本次检查未能直接证实本次炎性水肿，却显示腺体存在重度结构破坏和明显炎性渗出，说明该部位可能合并重症级别坏死性病变需进一步处理,抗炎药物 + 颈部局部理疗 + 短期留观,0
7010016,70,7001,2,重度甲状腺结晶化压迫综合征,1.0,1.1,颈前明显肿胀变形，皮下可见结晶样硬块并影响呼吸,现在说话和吞咽都明显费力，脖子前面一整块硬得像石头，呼吸稍微快一点就觉得憋闷，晚上平躺时更是喘不上来气,只能断断续续比划着说“脖子被卡死了”，一边拉扯领口一边大口喘气，具体痛点和性质已经说不清楚,增强 CT + 术中触诊评估,影像提示甲状腺被广泛源石晶体取代并压迫气管食管，局部钙化严重伴周围组织受侵,甲状腺体积及密度在可接受范围内，未见气管或食管受压迹象,本次影像未能直接证实结晶化压迫，但仍提示腺体有轻度结构异常，说明该部位存在其他轻症级别结构损伤,本次影像未能直接证实结晶化压迫，却发现甲状腺存在中度占位性病变并部分压迫邻近结构，提示同部位合并中症级别破坏性病灶,本次影像未能直接证实结晶化压迫，却显示腺体与周围气管食管有重度粘连和变形，说明该部位已合并重症级别压迫性病变需立即处理,全麻下甲状腺结晶病灶切除/减压 + 术前抗甲亢与激素准备 + 术后气道监护,1
7010021,70,7002,0,轻度甲状旁腺功能低下,0.35,0.3,颈部外观无可见异常，皮肤略显干燥,最近偶尔会有手指和嘴唇发麻的感觉，晚上小腿容易抽筋，但白天活动基本不受影响,只是笼统地说“最近总是手脚不听使唤”，有时说是累的，有时又觉得像着凉,血清电解质 + 甲状旁腺激素检测,化验提示血钙轻度下降、血磷轻度升高，甲状旁腺激素水平偏低,血钙、血磷及甲状旁腺激素均在常规范围内,本次检测未能直接证实本次功能低下，但提示电解质存在轻度紊乱，说明该部位存在其他轻症级别分泌异常,本次检测未能直接证实本次功能低下，却发现电解质已出现中度失衡，提示同部位合并中症级别的内分泌病变,本次检测未能直接证实本次功能低下，却显示电解质呈重度失衡趋势，说明该部位可能合并重症级别代谢危象需警惕,门诊口服补钙与维生素 D + 生活方式干预,0
7010022,70,7002,0,轻度甲状旁腺源石沉积,0.35,0.3,颈部对称，触诊难以分辨异常，外观无可见改变,体检时被提示颈部腺体有一点偏硬，自己只是偶尔觉得脖子两侧有轻微酸胀，但不影响转头,只说“脖子两侧好像有两块筋拉得紧”，有时觉得是睡姿不对，有时又说像落枕,颈部高分辨率超声,超声显示甲状旁腺轮廓略增大，内部可见散在微小高回声点，考虑早期结晶沉积,未见腺体增大或异常高回声，内部结构及血流分布基本正常,本次超声未能直接证实本次源石沉积，但在同一腺体区可见轻度回声不均，提示该部位存在其他轻症级别结构异常,本次超声未能直接证实本次源石沉积，却发现腺体内有中度占位样高回声和血流紊乱，提示同部位合并中症级别占位病变,本次超声未能直接证实本次源石沉积，却显示腺体结构已发生重度紊乱并紧贴邻近组织，说明该部位可能合并重症级别破坏性病灶,门诊随访 + 针对性电解质调整 + 早期抑制结晶药物,0
7010023,70,7002,0,轻度电解质反复波动,0.3,0.3,颈部与皮肤外观基本正常，难以肉眼察觉异常,近一个月经常因为手脚抽筋来回跑门诊，做完补液后会好一阵子，但很快又出现轻微麻木和酸软,只是抱怨“整个人总是有气无力”，有时说天冷时更明显，有时又说是太忙导致,动态电解质监测,多次检测提示血钙、血镁在正常下限附近反复波动，与轻度甲状旁腺调节异常相符,电解质水平在各次检测中稳定在正常范围，中枢调节参数亦未见异常,当前监测未能直接证实本次波动，但在调节轴上仍可见轻度反应异常，提示该部位存在其他轻症级别代谢问题,当前监测未能直接证实本次波动，却发现调节轴指标已有中度紊乱，提示同部位合并中症级别内分泌失衡,当前监测未能直接证实本次波动，却提示调节轴呈重度失衡趋势，说明该部位可能合并重症级别代谢危象,门诊电解质口服补充 + 周期性复查,0
7010024,70,7002,1,中度甲状旁腺功能亢进,0.6,0.65,颈部轮廓略宽，下颌和锁骨周围轻度骨压痛,这段时间腰背和膝盖总是酸痛，走路久了骨头像散架一样，检查发现血钙偏高，人也比以前容易口渴和乏力,只是说“身上骨头都在疼”，一会儿说像风湿，一会儿又觉得像累出的问题,甲状旁腺激素 + 骨密度检查,血钙和甲状旁腺激素中度升高，骨密度提示早期骨丢失改变,电解质和甲状旁腺激素水平正常，骨密度测定在同年龄段参考范围内,本次检查未能直接证实本次功能亢进，但提示骨代谢存在轻度异常，说明该部位仍有其他轻症级别代谢紊乱,本次检查未能直接证实本次功能亢进，却发现骨代谢相关指标已有中度异常，提示同部位合并中症级别代谢性骨病,本次检查未能直接证实本次功能亢进，却显示骨代谢呈重度破坏模式，说明该部位可能合并重症级别病理性骨折风险,抑制甲状旁腺分泌药物 + 钙磷平衡调节 + 短期住院观察,0
7010025,70,7002,1,中度甲状旁腺结晶性包块,0.6,0.65,颈侧可触及中等大小深在结节，皮肤表面略隆起,最近总觉得脖子一侧鼓起个硬疙瘩，低头或者仰头时会有轻度牵拉痛，侧睡时压着会不舒服,只说“脖子上好像多了一块骨头”，有时觉得在喉咙，有时又说在肩膀根部,颈部 CT + 超声融合成像,影像提示甲状旁腺区域存在中等大小高密度结晶性包块，边界清晰，周围组织轻度受压,影像未见异常包块结构，腺体轮廓及周边组织基本正常,本次影像未能直接证实结晶性包块，但在同侧腺体区可见轻度结构异常，提示该部位存在其他轻症级别病变,本次影像未能直接证实结晶性包块，却发现局部存在中度占位与结晶沉积，提示同部位合并中症级别压迫病变,本次影像未能直接证实结晶性包块，却显示腺体区有重度占位及邻近组织变形，说明该部位可能合并重症级别压迫性病灶,择期微创切除准备 + 电解质术前优化 + 住院观察,0
7010026,70,7002,2,重度甲状旁腺源石危象,1.0,1.1,患者面色苍白出汗，四肢抽搐明显，无法站立,现在经常会突然全身僵硬、手脚抽成爪形，伴随剧烈口周麻木和心慌，发作时基本无法正常说话和行走,只会喊“全身都在抽，动一下就要断掉”，一边蜷缩一边抓床栏，难以描述具体部位,急诊电解质评估 + 手术前影像定位,检测示血钙极度下降、血磷明显升高，甲状旁腺激素几乎衰竭，影像见腺体被广泛源石结晶占据,电解质与甲状旁腺激素分析接近常规范围，影像未示腺体严重受侵,本次评估未能直接证实本次危象，但仍提示腺体调节轴存在轻度异常，说明该部位有其他轻症级别功能紊乱,本次评估未能直接证实本次危象，却发现腺体调节轴已有中度紊乱，提示同部位合并中症级别代谢性病变,本次评估未能直接证实本次危象，却显示电解质已呈重度危象模式，说明该部位存在重症级别代谢崩溃需即刻抢救,紧急静脉补钙与对症镇静后行全麻下结晶腺体切除/减压 + 术后重症监护,1
7010031,70,7003,0,轻度肾上腺应激过度,0.35,0.3,体表无可见异常，皮肤略显潮红或苍白交替,最近一点小事就会心跳加快，晚上很难入睡，白天却又容易疲惫，偶尔会有轻微手抖和出汗,只是说“最近整个人像被绷紧的弦”，一会儿觉得冷一会儿觉得热，很难具体形容哪儿不舒服,晨起与夜间激素节律检测,检测显示晨间皮质醇轻度升高、昼夜节律略有提前，仍保留基本波动模式,皮质醇和儿茶酚胺水平在多个时间点检测均处于常规范围，节律曲线平稳,本次检测未能直接证实本次应激过度，但提示肾上腺轴存在轻度节律异常，说明该部位仍有其他轻症级别调节紊乱,本次检测未能直接证实本次应激过度，却发现轴性指标已有中度紊乱，提示同部位合并中症级别内分泌异常,本次检测未能直接证实本次应激过度，却显示激素节律接近失控边缘，说明该部位可能合并重症级别应激危象,心理减压干预 + 温和调节肾上腺轴药物 + 生活作息管理,0
7010032,70,7003,0,轻度肾上腺皮质功能减退,0.35,0.3,面色略显晦暗，体表无明显水肿或消瘦特征,这段时间稍微活动就容易乏力，站久了会眼前发黑，偶尔会伴有轻微恶心和食欲下降,只是觉得“好像怎么睡都睡不醒”，有时说像贫血，有时又怀疑是单纯累到,基础皮质醇水平 + 促 ACTH 试验,检测显示基础皮质醇略低，促激素刺激后峰值反应偏弱但仍能达标,基础与激发后皮质醇水平均在常规范围内，激素反应曲线正常,本次试验未能直接证实本次功能减退，但提示激素反应有轻度迟缓，说明该部位存在其他轻症级别轴性异常,本次试验未能直接证实本次功能减退，却发现激素反应模式已有中度受损，提示同部位合并中症级别内分泌病变,本次试验未能直接证实本次功能减退，却显示激素反应接近衰竭曲线，说明该部位可能合并重症级别轴性崩溃,门诊低剂量激素替代 + 定期随访调节剂量,0
7010033,70,7003,0,轻度肾上腺源石微灶,0.3,0.3,腰背部外观正常，未见可触及包块或皮肤色泽改变,定期检查时影像科说两侧肾上腺有小点点异常影像，自己只是偶尔觉得腰背酸胀，但不影响正常活动,只会笼统地说“后腰总觉得有块东西顶着”，有时以为是久坐劳累,腹部 MRI + CT 融合成像,成像提示肾上腺内散在数个微小高密度结晶灶，未见明显占位效应,肾上腺大小形态与密度在常规范围，未见可疑结节或结晶沉积,本次成像未能直接证实本次微灶改变，但仍提示腺体有轻度信号异常，说明该部位存在其他轻症级别结构病变,本次成像未能直接证实本次微灶改变，却发现局部存在中度结节或占位，提示同部位合并中症级别结构异常,本次成像未能直接证实本次微灶改变，却显示腺体结构已出现重度紊乱，说明该部位可能合并重症级别破坏性病灶,门诊定期影像随访 + 早期代谢调节治疗,0
7010034,70,7003,1,中度肾上腺危象前期,0.6,0.65,面色苍白伴轻度出汗，站立时略显不稳,最近经常会突然感觉心慌气短，稍微站久一点就眼前发黑，血压波动比较大，偶尔还会腹痛、恶心,只说“总有种快要晕过去的感觉”，一会儿说像低血糖，一会儿又觉得像心脏有问题,动态血压监测 + 激素负荷试验,检测提示血压在日内呈明显波动，皮质醇与儿茶酚胺反应曲线中度紊乱,血压曲线稳定在常规范围，激素负荷试验反应正常,本次检查未能直接证实当前危象前期，但提示轴性调节存在轻度异常，说明该部位仍有其他轻症级别功能紊乱,本次检查未能直接证实当前危象前期，却发现轴性指标已有中度波动，提示同部位合并中症级别内分泌失调,本次检查未能直接证实当前危象前期，却显示轴性反应已接近崩溃模式，说明该部位可能合并重症级别危象,住院短期监护 + 静脉补液与激素调节 + 避免剧烈应激,0
7010035,70,7003,1,中度肾上腺源石性占位,0.6,0.65,腹部外观基本正常，深压右上腹或腰背部有轻度压痛,最近总觉得右侧腰背部有钝痛，翻身和快速行走时会更不舒服，偶尔伴有心悸和出汗增多,只是说“右边后腰总像撞到什么东西”，有时又觉得是肾脏的问题,腹部增强 CT,影像见一侧肾上腺区有中等大小结晶性占位影，边界尚清，周围脂肪间隙稍模糊,肾上腺轮廓清晰、大小对称，区域内未见占位或异常密度灶,本次增强 CT 未能直接证实本次占位，但在同一腺体区可见轻度密度异常，提示该部位存在其他轻症级别结构病变,本次增强 CT 未能直接证实本次占位，却发现局部有中度占位与压迫表现，提示同部位合并中症级别破坏性病灶,本次增强 CT 未能直接证实本次占位，却显示腺体区存在重度结构破坏和显著占位效应，说明该部位可能合并重症级别危及循环的病变,择期微创肾上腺病灶切除准备 + 内分泌功能术前优化,0
7010036,70,7003,2,重度肾上腺危象性结晶坏死,1.0,1.1,患者面色灰白，大汗淋漓，四肢冰凉，表情痛苦蜷缩腹部,现在不论躺着还是坐着都觉得心口发空、头晕恶心，伴随持续性腹部绞痛和极度乏力，稍微一动就觉得要昏过去,只会间断地喊“整个人要散架了”，一边抱着肚子一边发抖，说不清到底是心慌还是痛,急诊增强 CT + 激素评估,影像显示双侧肾上腺被大片源石结晶和坏死组织取代，伴出血信号，实验室示皮质醇水平接近消失,影像未见肾上腺明显结构破坏，激素水平在可接受范围内,本次急诊评估未能直接证实本次危象，但仍提示腺体有轻度结构异常，说明该部位存在其他轻症级别内分泌病变,本次急诊评估未能直接证实本次危象，却发现腺体及激素轴已有中度异常，提示同部位合并中症级别内分泌失衡,本次急诊评估未能直接证实本次危象，却显示腺体结构与激素轴呈重度崩溃状态，说明该部位存在重症级别危及生命的病变,紧急补液与大剂量静脉激素冲击后行开腹/腹腔镜下坏死肾上腺结晶病灶清理 + 术后重症监护,1
7010041,70,7004,0,轻度脾功能亢进,0.35,0.3,体表无明显肿大，仅左上腹深压轻微不适,最近总觉得左上腹隐隐发胀，吃饭稍微多一点就有饱胀感，但没有明显剧痛或高热,只是说“胃那一片都涨”，难以准确指出是胃还是更偏左侧的地方,腹部超声,超声提示脾脏轻度增大，边缘尚光滑，实质回声稍增强,脾脏大小形态与实质回声在常规范围内,本次超声未能直接证实本次功能亢进，但提示脾实质存在轻度异常，说明该部位仍有其他轻症级别结构或血流改变,本次超声未能直接证实本次功能亢进，却发现脾脏体积已有中度增大，提示同部位合并中症级别充血或浸润性病变,本次超声未能直接证实本次功能亢进，却显示脾脏明显肿大并伴实质粗糙，说明该部位可能合并重症级别破坏性病灶,门诊随访 + 控制基础感染与炎症 + 生活饮食指导,0
7010042,70,7004,0,轻度脾微小源石沉积,0.35,0.3,腹部外观正常，未见皮肤变色或静脉怒张,定期体检发现脾脏里有一些细小结晶点，自己只是偶尔觉得左肋下有点隐痛，按压时才会注意到,只是觉得“左边肋骨底下偶尔会抽一下”，分不清是肌肉拉伤还是内脏问题,腹部 CT,CT 显示脾实质内散在星点状高密度影，边界清楚，无明显占位效应,脾脏实质密度均匀，未见异常高密度灶或占位,本次 CT 未能直接证实本次微小沉积，但在同一部位仍可见轻度密度变化，提示该部位存在其他轻症级别结构异常,本次 CT 未能直接证实本次微小沉积，却发现脾内存在中度结节或片状密度异常，提示同部位合并中症级别浸润性病变,本次 CT 未能直接证实本次微小沉积，却显示脾实质结构已明显紊乱，说明该部位可能合并重症级别破坏性病灶,门诊定期影像复查 + 针对源石负荷的药物干预,0
7010043,70,7004,0,轻度脾血流动力学紊乱,0.3,0.3,体表无可见异常，左上腹轻度压痛难以察觉,最近做轻微运动时会在左肋下出现短暂隐痛和心悸，休息后能缓解，平时生活基本不受影响,只是说“跑两步就觉得左边肋骨那里抽”，有时误以为是岔气,脾血流彩超,彩超提示脾静脉血流速度轻度增快，内径略有改变但未达临界值,脾门静脉及相关血流参数均在常规范围，未见异常加速或狭窄,本次彩超未能直接证实本次血流紊乱，但仍提示局部血流有轻度异常，说明该部位存在其他轻症级别循环改变,本次彩超未能直接证实本次血流紊乱，却发现脾门静脉存在中度扩张或血流异常，提示同部位合并中症级别循环障碍,本次彩超未能直接证实本次血流紊乱，却显示脾周循环呈重度淤血与狭窄，说明该部位可能合并重症级别门静脉高压并发症,门诊观察 + 温和运动处方与抗凝/扩血管药物评估,0
7010044,70,7004,1,中度脾充血性肿大,0.6,0.65,左上腹外观有轻度隆起，深呼吸时可见局部起伏增大,这段时间左侧肋下总是坠胀感明显，吃饭稍微多一点就饱得难受，有时会隐隐刺痛,只说“肚子左上角总像顶着一块石头”，有时会把疼痛范围描述成整圈肋缘,腹部超声 + 血常规,超声提示脾脏明显增大，包膜张力增加，血常规显示轻度血小板下降提示脾亢,脾脏大小与形态基本正常，血细胞计数在合理范围内,本次检查未能直接证实本次充血性肿大，但提示该部位仍有轻度血流异常，说明脾脏存在其他轻症级别功能改变,本次检查未能直接证实本次充血性肿大，却发现脾体积和血象已有中度异常，提示同部位合并中症级别脾功能亢进,本次检查未能直接证实本次充血性肿大，却显示脾脏体积与血象已呈重度异常，说明该部位可能合并重症级别血液系统并发症,控制基础病 + 短期住院观察 + 必要时免疫抑制剂调整,0
7010045,70,7004,1,中度脾源石斑片浸润,0.6,0.65,左上腹轻度隆起，叩诊浊音区略向下延伸,最近会明显感觉左侧肋下有压痛，久站或弯腰时更明显，偶尔伴有低热和夜间出汗,只是说“左边肋骨里面老是闷闷的痛”，有时形容成胃痛，有时觉得像肌肉酸痛,腹部增强 CT,影像见脾实质内多发斑片状高密度影，与周围实质界限欠清，考虑源石结晶浸润,脾实质密度均匀，未见斑片状异常或明显占位,本次 CT 未能直接证实本次斑片浸润，但在同一脾区可见轻度密度改变，提示该部位存在其他轻症级别结构病变,本次 CT 未能直接证实本次斑片浸润，却发现脾内存在中度结节或片状病灶，提示同部位合并中症级别浸润病变,本次 CT 未能直接证实本次斑片浸润，却显示脾实质结构已严重破坏并形成大片异常区，说明该部位可能合并重症级别破裂风险,住院评估 + 针对源石浸润的抑制治疗 + 必要时介入预处理,0
7010046,70,7004,2,重度脾源石性破裂高危,1.0,1.1,左上腹明显隆起，皮肤下可见瘀斑样改变，轻触即显痛苦表情,现在左上腹持续剧痛，一走路或深呼吸就像被刀割一样，伴有头晕、心慌和出冷汗，稍微用力就担心里面要“裂开”,只能抱着左侧腹部蜷缩着喊痛，说整片肋下都像要炸开，根本说不清具体位置,急诊腹部 CT + 彩超,影像提示脾脏被大片源石结晶和坏死组织取代，包膜张力极度增大并伴裂隙样低密度影，腹腔可见少量积血信号,脾脏轮廓尚完整，无明显包膜下血肿或液体征象,本次影像未能直接证实本次破裂高危，但仍提示脾表面有轻度结构异常，说明该部位存在其他轻症级别病变,本次影像未能直接证实本次破裂高危，却发现脾包膜及实质已有中度异常，提示同部位合并中症级别出血风险,本次影像未能直接证实本次破裂高危，却显示脾包膜多处撕裂伴大量异常信号，说明该部位存在重症级别破裂风险需立即处理,紧急补液与交叉备血后行紧急脾切除/部分切除手术 + 术后感染与免疫功能严密监护,1
7010051,70,7005,0,轻度外周淋巴结反应性肿大,0.35,0.3,颈侧或腋下可触及米粒大小淋巴结，外观无明显隆起,最近洗澡时摸到脖子和腋下有几颗小疙瘩，按起来有点酸，但平时不怎么注意得到,只是说“感觉哪里都长小疙瘩”，一会儿说是皮肤问题，一会儿又说像是胖了,淋巴结超声,超声提示浅表淋巴结稍大，形态规则，皮质略增厚，门结构清晰,浅表淋巴结大小和形态均在常规范围内，未见明显肿大或结构改变,本次超声未能直接证实本次反应性肿大，但提示局部仍有轻度结构异常，说明该部位存在其他轻症级别淋巴改变,本次超声未能直接证实本次反应性肿大，却发现部分淋巴结存在中度形态异常，提示同部位合并中症级别炎性或占位性病变,本次超声未能直接证实本次反应性肿大，却显示淋巴结呈重度结构紊乱，说明该部位可能合并重症级别恶性病变,门诊随访 + 控制上游感染灶 + 必要时短期消炎,0
7010052,70,7005,0,轻度外周淋巴源石点状沉积,0.35,0.3,浅表皮肤外观基本正常，局部触感略微粗糙,定期体检时医生说淋巴结里有一点点源石影，自己只是偶尔觉得按压颈侧或腹股沟会有轻微刺痛,只是说“皮下总像藏着小石头”，位置说得比较含糊，时而指颈侧时而指大腿根,浅表淋巴结高频超声,超声显示部分淋巴结内部可见点状高回声灶，门结构尚清晰，周围组织未明显受侵,淋巴结结构均匀，内部未见高回声灶或占位表现,本次高频超声未能直接证实本次点状沉积，但仍提示局部有轻度回声异常，说明该部位存在其他轻症级别结构改变,本次高频超声未能直接证实本次点状沉积，却发现部分淋巴结已有中度回声异常与门结构紊乱，提示同部位合并中症级别浸润性病变,本次高频超声未能直接证实本次点状沉积，却显示淋巴结结构高度破坏并与周缘组织粘连，说明该部位可能合并重症级别恶性浸润,门诊定期随访 + 源石负荷管理 + 必要时局部理疗,0
7010053,70,7005,0,轻度外周淋巴循环淤滞,0.3,0.3,上肢或下肢远端偶见轻度肿胀，静息时难以肉眼察觉,最近下班回到宿舍会觉得小腿和脚背有点胀，脱下靴子后皮肤会留一点勒痕，早上起来就好很多,只是说“腿脚晚上总像泡过水一样”，有时又觉得是单纯站太久,肢体周径测量 + 多普勒血流评估,检查提示受累肢体周径轻度增加，浅表静脉及淋巴流速略减慢,肢体周径和血流参数在常规范围内，未见明显淤滞或回流受阻,本次评估未能直接证实本次循环淤滞，但提示局部有轻度流速异常，说明该部位存在其他轻症级别循环问题,本次评估未能直接证实本次循环淤滞，却发现外周回流已有中度受阻，提示同部位合并中症级别淋巴/静脉病变,本次评估未能直接证实本次循环淤滞，却显示肢体存在重度回流障碍与组织水肿，说明该部位可能合并重症级别淋巴功能衰竭,弹力绷带与肢体抬高训练 + 温和活动指导,0
7010054,70,7005,1,中度外周淋巴结源石浸润,0.6,0.65,颈侧、腋窝或腹股沟可见多发隆起结节，皮肤略紧绷,这段时间明显感觉颈侧和腋下有成串硬块，抬手或转头时会牵扯疼，偶尔还会有低热盗汗,只说“整条脖子两侧都是疙瘩”，有时形容像挂了一串石头，难以分清哪一颗最痛,浅表淋巴结超声 + 必要时穿刺前评估,超声提示多发肿大淋巴结，内部回声不均，部分可见结晶高回声，血流分布异常,浅表淋巴结大小与结构未见明显异常，门区与皮质界限清晰,本次检查未能直接证实本次源石浸润，但在同一链路中仍可见轻度结构异常，说明该部位存在其他轻症级别淋巴病变,本次检查未能直接证实本次源石浸润，却发现部分淋巴结已有中度结构紊乱，提示同部位合并中症级别浸润或占位,本次检查未能直接证实本次源石浸润，却显示淋巴结内外结构高度破坏并与周围组织粘连，说明该部位可能合并重症级别恶性病灶,住院评估 + 源石抑制类药物 + 必要时计划性活检,0
7010055,70,7005,1,中度外周淋巴感染性肿大,0.6,0.65,局部皮肤稍发红，触诊肿大的淋巴结有中度压痛,最近颈侧或腋下的几个疙瘩越来越痛，抬手洗头或转头时都会牵扯，晚上还会出现低烧和乏力,只说“腋下和脖子像被人揪着”，一会儿说像扭到筋，一会儿又说是皮肤长包,淋巴结超声 + 炎症指标检测,超声见肿大淋巴结轮廓尚清但内回声混杂，周围软组织轻度水肿，炎症指标中度升高,淋巴结体积和结构在可接受范围内，炎症指标正常或仅轻微波动,本次检查未能直接证实本次感染性肿大，但提示局部仍有轻度炎症征象，说明该部位存在其他轻症级别淋巴反应,本次检查未能直接证实本次感染性肿大，却发现部分淋巴结已有中度结构破坏，提示同部位合并中症级别化脓或浸润性病变,本次检查未能直接证实本次感染性肿大，却显示区域淋巴结构呈重度破坏并伴软组织脓肿，说明该部位可能合并重症级别败血风险,抗感染治疗 + 局部理疗与护肤 + 必要时小切口引流预备,0
7010056,70,7005,2,重度外周淋巴结源石性融合块,1.0,1.1,颈侧或腋窝可见大片隆起硬块，皮肤紧绷发红，部分区皮温升高,现在整片颈侧或腋下都肿成一大块，抬手或转头都会牵扯出撕裂样剧痛，晚上还会发烧出汗，人明显消瘦,只会用手捂着整片肿块说“这一整片都要裂开了”，分不清是哪一点最疼,增强 CT + 术前导航超声,影像显示多发外周淋巴结被源石晶体和坏死组织融合成团块，包绕血管神经束，局部皮肤受侵,影像未见大片融合块或严重结晶，浅表淋巴链结构尚可辨认,本次影像未能直接证实本次融合块，但仍提示该区域有轻度结构异常，说明该部位存在其他轻症级别淋巴病变,本次影像未能直接证实本次融合块，却发现局部已有中度团块和粘连，提示同部位合并中症级别浸润病灶,本次影像未能直接证实本次融合块，却显示大片融合团块包绕重要结构，说明该部位存在重症级别恶性或破坏性病变需立即处理,全麻下沿解剖间隙切除淋巴结源石融合块 + 术前感染控制与血管神经评估 + 术后引流与功能康复,1
7010061,70,7006,0,轻度胸腺残余功能紊乱,0.35,0.3,胸前区体表无可见异常，皮肤颜色正常,最近感冒后的咳嗽总是拖很久才好，稍微劳累就容易有一点低热，但总体还能正常上学或工作,只是说“感觉抵抗力变差”，一会儿觉得是熬夜的问题，一会儿又觉得是换季,免疫球蛋白水平 + 淋巴细胞亚群分析,检测显示部分 T 细胞亚群比例轻度异常，总体免疫球蛋白水平在低正常值附近,免疫球蛋白和淋巴细胞亚群分布在常规参考范围内,本次检测未能直接证实本次胸腺功能紊乱，但提示免疫轴存在轻度异常，说明该部位仍有其他轻症级别免疫改变,本次检测未能直接证实本次胸腺功能紊乱，却发现免疫轴已有中度偏移，提示同部位合并中症级别免疫失衡,本次检测未能直接证实本次胸腺功能紊乱，却显示免疫轴接近崩溃模式，说明该部位可能合并重症级别免疫缺陷,门诊随访 + 营养与作息干预 + 必要时小剂量免疫调节药物,0
7010062,70,7006,0,轻度胸腺源石点状沉积,0.35,0.3,胸前轮廓正常，体表难以察觉异常,例行检查时影像发现前纵隔有细小高密度影，自己只是偶尔觉得胸口有轻微闷胀，无明显疼痛,只是说“胸口总有点堵”，有时归咎于压力大，有时觉得是单纯姿势问题,胸部 CT,CT 提示前纵隔胸腺残余区内可见点状源石样高密度灶，未形成占位,前纵隔影像清晰，无异常高密度灶或结节影,本次 CT 未能直接证实本次点状沉积，但仍提示局部有轻度密度变化，说明该部位存在其他轻症级别结构异常,本次 CT 未能直接证实本次点状沉积，却发现胸腺区已有中度结节或条索状影，提示同部位合并中症级别占位病变,本次 CT 未能直接证实本次点状沉积，却显示胸腺区结构高度紊乱，说明该部位可能合并重症级别破坏性病灶,门诊定期影像复查 + 源石负荷管理,0
7010063,70,7006,0,轻度胸腺相关自身免疫波动,0.3,0.3,体表无可见异常，偶见轻度乏力面容,最近总觉得稍微活动一会儿就四肢乏力，抬手时间长一点就会酸软，休息后能缓解，吃饭咀嚼时偶尔也会有点累,只是说“感觉全身肌肉都偷懒”，有时认为是单纯体能下降,自身抗体谱 + 神经肌肉传导检查,部分自身抗体滴度轻度升高，神经肌肉传导速度接近下限但尚未明显受损,自身抗体滴度阴性或极低，神经肌肉传导检查在正常范围内,本次检查未能直接证实本次自身免疫波动，但提示免疫活性有轻度增强，说明该部位存在其他轻症级别免疫异常,本次检查未能直接证实本次自身免疫波动，却发现免疫活性已有中度异常，提示同部位合并中症级别自身免疫病变,本次检查未能直接证实本次自身免疫波动，却显示免疫攻击指标已达重度阈值，说明该部位可能合并重症级别自身免疫危象,门诊低剂量免疫调节药物 + 规律复查,0
7010064,70,7006,1,中度胸腺源石性占位,0.6,0.65,胸前轻度隆起不对称，平躺时可见胸廓起伏轻微不均,最近总觉得胸口中上部发闷，爬楼梯时会有压迫感，有时还会牵扯到背部，偶尔伴干咳,只是说“胸前好像塞了块硬板”，一会儿指胸骨上方，一会儿又指两侧肋缘,胸部增强 CT,影像显示胸腺区有中等大小结晶性占位，边界尚清，轻度压迫相邻肺组织和大血管,前纵隔结构清晰，未见明显占位或结晶性影像,本次增强 CT 未能直接证实本次占位，但在同一部位可见轻度密度改变，提示该部位存在其他轻症级别结构病变,本次增强 CT 未能直接证实本次占位，却发现胸腺区已有中度块状影并压迫周围结构，提示同部位合并中症级别浸润性病变,本次增强 CT 未能直接证实本次占位，却显示占位体积和压迫程度接近危及重要结构，说明该部位可能合并重症级别纵隔综合征,住院评估 + 源石抑制与免疫调节方案 + 计划性手术前准备,0
